GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
0500000US17115,17115,"Macon County, Illinois",106572,1336,50730,691,4190,319,4066,349,124,146,7752,380,7679,391,73,76,4848,475,3890,458,958,425,6236,496,4865,634,1371,462,5560,289,5038,426,522,342,6735,214,5757,423,978,428,7361,56,6503,454,858,453,4654,168,4654,168,0,185,3394,266,3394,266,0,185,55842,1163,4105,387,4105,387,0,185,8247,453,8164,462,83,108,5339,265,5055,336,284,190,6339,646,5322,732,1017,539,6289,155,5625,370,664,310,7208,310,5714,628,1494,558,8240,174,7697,344,543,277,5167,300,5167,300,0,185,4908,155,4908,155,0,185
0500000US17119,17119,"Madison County, Illinois",263878,844,128977,921,9549,738,9514,745,35,43,21385,919,20927,1034,458,423,12833,470,10733,740,2100,734,16510,568,12923,897,3587,952,15845,604,14335,932,1510,706,18681,375,16241,893,2440,749,17053,315,15342,685,1711,674,10141,236,10141,236,0,185,6980,323,6980,323,0,185,134901,821,8927,597,8887,597,40,63,19440,803,19087,833,353,228,13001,622,11382,795,1619,655,16767,662,14856,920,1911,669,16820,556,14919,872,1901,791,19130,562,16302,1070,2828,926,18382,283,16890,663,1492,648,11848,268,11799,279,49,53,10586,380,10522,396,64,108
0500000US17143,17143,"Peoria County, Illinois",186221,989,90018,1170,8052,822,7548,966,504,446,14884,747,14796,748,88,111,9428,418,7487,841,1941,789,12014,553,9367,760,2647,601,11370,386,9183,754,2187,719,11587,469,10070,604,1517,518,10864,151,9762,606,1102,600,7108,255,7065,267,43,68,4711,276,4711,276,0,185,96203,921,7136,474,6685,748,451,570,14433,666,14206,659,227,169,9626,247,8557,459,1069,408,13386,701,11755,881,1631,612,11743,519,10309,726,1434,703,12055,335,10449,553,1606,574,12397,295,10961,514,1436,493,8047,381,7962,404,85,139,7380,566,7380,566,0,185
0500000US17161,17161,"Rock Island County, Illinois",144738,963,70504,860,5595,430,5548,443,47,67,10985,484,10179,584,806,532,6063,339,4934,558,1129,486,8840,663,6563,737,2277,674,8700,597,6734,756,1966,684,9522,497,7813,770,1709,690,10100,346,9026,555,1074,478,6367,344,6367,344,0,185,4332,157,4332,157,0,185,74234,581,5982,714,5896,725,86,128,10406,731,9802,858,604,476,6363,380,5387,509,976,480,9127,411,7509,725,1618,653,8657,513,7479,652,1178,511,9745,486,8569,656,1176,490,10383,150,9370,439,1013,404,7456,203,7436,204,20,32,6115,492,6115,492,0,185
0500000US17163,17163,"St. Clair County, Illinois",261086,1247,125655,1287,10847,727,10635,769,212,216,22429,704,20977,1049,1452,791,11928,678,8615,945,3313,760,16016,725,12371,1173,3645,955,14740,571,11448,946,3292,723,18452,385,14519,1068,3933,1143,16042,367,13573,821,2469,704,8972,312,8860,333,112,127,6229,254,6229,254,0,185,135431,824,10492,803,10160,757,332,250,20899,816,20103,964,796,587,12201,555,10486,821,1715,673,17095,369,14568,773,2527,709,17654,445,15285,882,2369,810,19857,507,17123,987,2734,890,17862,381,15600,678,2262,582,10091,244,10091,244,0,185,9280,327,9280,327,0,185
0500000US17167,17167,"Sangamon County, Illinois",197276,691,94390,909,7344,613,7344,613,0,185,15540,633,15032,849,508,616,8207,591,6023,681,2184,851,12384,727,9570,978,2814,803,12024,589,10209,743,1815,636,13416,434,11532,736,1884,634,12990,423,12413,459,577,253,7438,334,7438,334,0,185,5047,286,5047,286,0,185,102886,833,7387,824,7278,852,109,197,15603,781,15387,764,216,250,8439,313,7507,559,932,474,13582,347,12354,594,1228,571,12064,202,11116,463,948,433,14977,364,13117,580,1860,608,14602,528,13490,695,1112,562,8914,403,8827,377,87,140,7318,541,7318,541,0,185
0500000US17179,17179,"Tazewell County, Illinois",133774,671,66191,982,4996,484,4926,482,70,84,11195,829,10926,852,269,211,5330,205,4241,535,1089,533,8419,606,6795,661,1624,642,8413,251,7555,519,858,441,9196,356,8083,647,1113,601,9319,355,8460,590,859,476,5460,21,5460,21,0,185,3863,187,3863,187,0,185,67583,729,5222,582,5056,661,166,231,9956,521,9099,970,857,949,4886,201,3973,560,913,519,8346,381,7669,563,677,379,8496,217,7408,602,1088,573,9513,257,8261,596,1252,549,9303,149,8657,327,646,298,6191,169,6191,169,0,185,5670,159,5670,159,0,185
0500000US17183,17183,"Vermilion County, Illinois",77904,758,37849,899,3674,527,3369,627,305,320,6071,478,5873,490,198,138,3425,408,2840,386,585,306,4320,450,2780,623,1540,526,4435,360,3145,423,1290,461,4971,359,4346,342,625,279,5078,194,4542,289,536,228,3515,191,3515,191,0,185,2360,105,2360,105,0,185,40055,606,3054,514,2779,453,275,358,6514,453,6331,473,183,161,3198,202,2629,328,569,324,4612,431,3702,516,910,552,4363,298,4004,341,359,206,5412,300,4761,343,651,281,5842,317,5083,611,759,508,3764,263,3764,263,0,185,3296,376,3296,376,0,185
0500000US17197,17197,"Will County, Illinois",675757,1349,333740,1233,27332,1282,26607,1315,725,423,67869,1321,65722,1378,2147,840,31267,489,25065,1473,6202,1370,37899,634,27896,1486,10003,1313,48415,407,40373,1304,8042,1299,52014,353,45986,1274,6028,1191,37115,273,33801,1056,3314,984,21225,174,20745,405,480,397,10604,254,10604,254,0,185,342017,678,26203,1101,25452,1051,751,376,64125,1208,61721,1412,2404,931,29777,375,26358,1010,3419,874,39135,376,33338,1236,5797,1161,51437,113,45358,1405,6079,1409,52824,77,47888,1088,4936,1081,38832,141,35123,920,3709,911,23044,364,22729,398,315,220,16640,506,16486,505,154,180
0500000US17199,17199,"Williamson County, Illinois",64907,777,31309,793,2248,384,2183,410,65,81,5271,321,5104,341,167,171,2443,240,1523,306,920,393,4117,425,2844,478,1273,462,3724,274,2969,406,755,337,4357,269,3620,481,737,380,4353,260,3760,369,593,349,2913,122,2900,126,13,28,1883,105,1883,105,0,185,33598,715,2276,370,2243,375,33,43,4789,339,4607,444,182,204,2876,398,2733,429,143,143,4244,391,3552,518,692,309,3745,185,3389,274,356,274,4751,365,4289,472,462,266,4700,305,3789,515,911,397,3384,193,3349,198,35,59,2833,81,2833,81,0,185
0500000US17201,17201,"Winnebago County, Illinois",287423,948,141126,905,12489,923,12116,944,373,336,23576,926,23006,965,570,343,12003,343,9007,726,2996,727,17444,278,12850,960,4594,936,17688,345,14562,778,3126,734,20132,319,17636,747,2496,621,18533,594,16428,753,2105,624,11393,520,11348,521,45,78,7868,424,7644,348,224,283,146297,523,10960,842,10778,835,182,203,23082,842,22633,863,449,300,12581,197,10621,806,1960,786,18292,421,15549,928,2743,868,17909,342,15144,916,2765,873,20834,335,17895,740,2939,673,19197,367,16741,863,2456,730,12706,328,12593,336,113,132,10736,474,10512,352,224,283
0500000US18003,18003,"Allen County, Indiana",359522,756,174691,842,16560,724,15436,861,1124,557,31372,809,28157,1242,3215,1085,17010,373,11961,995,5049,985,23204,508,16184,1223,7020,1088,22373,408,17358,1061,5015,982,23555,375,19666,920,3889,859,21452,321,19438,636,2014,607,11553,387,11523,381,30,52,7612,479,7460,426,152,199,184831,605,16427,976,14309,1197,2118,701,30983,1015,27875,1197,3108,858,16983,373,13794,893,3189,886,24778,399,18103,1085,6675,1160,23511,545,17496,1123,6015,1068,24175,546,20774,814,3401,785,22940,352,19920,694,3020,654,14187,468,14147,470,40,67,10847,631,10847,631,0,190
0500000US18005,18005,"Bartholomew County, Indiana",78641,523,39408,1142,3363,613,3137,646,226,212,6550,517,6169,561,381,251,3813,553,2416,677,1397,634,6092,662,5315,654,777,452,4569,341,3710,459,859,399,5243,280,4818,399,425,264,4752,438,4372,501,380,238,3181,177,3181,177,0,190,1845,166,1845,166,0,190,39233,1126,2889,307,2719,405,170,263,6780,804,6307,897,473,362,3288,425,2415,501,873,482,4924,468,4418,613,506,284,4818,397,3857,745,961,683,5363,255,4562,442,801,440,4801,81,4508,263,293,248,3541,256,3541,256,0,190,2829,240,2829,240,0,190
0500000US18019,18019,"Clark County, Indiana",111322,1029,54169,1134,5054,1046,5040,1047,14,23,8563,668,7683,866,880,556,5001,405,3629,701,1372,697,7078,516,4340,747,2738,865,7067,500,5325,704,1742,670,7904,428,6702,626,1202,622,6853,215,6268,423,585,348,4163,161,4163,161,0,190,2486,104,2486,104,0,190,57153,840,4451,731,3706,954,745,530,8142,857,7557,850,585,427,4787,448,3700,663,1087,595,7591,588,6208,721,1383,496,7598,488,6107,645,1491,741,8117,424,7251,736,866,609,7869,424,7434,590,435,291,5157,326,5157,326,0,190,3441,289,3441,289,0,190
0500000US18035,18035,"Delaware County, Indiana",116175,431,55832,725,3575,377,3575,377,0,190,7511,342,7267,426,244,264,11333,497,9846,823,1487,615,6541,545,3850,747,2691,652,5803,256,5156,443,647,382,6917,346,4956,630,1961,593,6630,102,6076,295,554,289,4452,112,4452,112,0,190,3070,207,3070,207,0,190,60343,737,3642,403,3642,403,0,190,7650,513,7650,513,0,190,12510,636,10558,974,1952,793,6063,452,4128,650,1935,560,6316,257,5297,484,1019,446,7357,368,6382,513,975,353,7173,268,6193,541,980,502,5416,279,5416,279,0,190,4216,316,4216,316,0,190
0500000US18039,18039,"Elkhart County, Indiana",198253,1324,97284,1461,9978,821,8273,1044,1705,780,18639,698,15255,1603,3384,1515,8839,389,5913,958,2926,800,12468,620,6362,1060,6106,1089,12660,969,8819,1071,3841,1145,13143,833,10133,865,3010,886,10553,339,9139,613,1414,546,6611,248,6526,296,85,140,4393,345,4393,345,0,190,100969,823,8639,881,7009,1060,1630,631,18787,756,15450,1397,3337,1325,8443,689,6263,921,2180,754,13231,861,8698,1161,4533,984,12488,582,8751,956,3737,906,12750,729,10431,928,2319,649,12460,464,9423,780,3037,715,7685,408,7492,391,193,210,6486,369,6263,519,223,361
0500000US18043,18043,"Floyd County, Indiana",75297,546,36303,717,2578,336,2405,355,173,140,6281,429,5809,483,472,277,3122,401,2178,621,944,562,4861,422,3685,577,1176,501,4663,349,4168,460,495,337,5325,176,4603,557,722,511,5004,140,4469,381,535,392,2815,204,2751,165,64,99,1654,84,1654,84,0,190,38994,505,2586,374,2480,399,106,144,6499,423,5914,476,585,348,3531,262,2954,397,577,315,4892,317,4067,345,825,397,4731,222,3810,480,921,494,5659,148,5276,195,383,205,5535,207,4880,361,655,324,3384,232,3384,232,0,190,2177,356,2177,356,0,190
0500000US18053,18053,"Grant County, Indiana",68211,571,32283,773,2061,321,2061,321,0,190,5152,355,5012,353,140,152,4321,355,3380,473,941,444,3161,374,1766,469,1395,423,3734,455,2868,595,866,410,4239,273,3807,312,432,304,4208,172,3761,340,447,268,3374,328,3374,328,0,190,2033,183,2033,183,0,190,35928,531,2335,305,2271,343,64,113,5022,299,4760,323,262,374,5512,437,4734,586,778,501,3550,395,3057,439,493,351,3617,179,2708,427,909,417,4582,355,3341,410,1241,463,4899,287,4221,404,678,321,3358,136,3358,136,0,190,3053,224,3053,224,0,190
0500000US18057,18057,"Hamilton County, Indiana",295399,652,144315,680,13464,1155,12516,1246,948,556,30457,1106,28605,1344,1852,767,9793,784,8577,927,1216,517,17416,570,13764,1083,3652,943,22921,1018,20558,1193,2363,953,22225,934,20338,1024,1887,801,14787,432,14321,461,466,264,8528,551,8528,551,0,190,4724,388,4724,388,0,190,151084,659,13570,1331,13009,1413,561,449,28542,1315,26804,1767,1738,1185,9565,421,8021,523,1544,656,19725,912,17102,1182,2623,1034,24784,829,22174,1246,2610,927,22490,638,20605,1132,1885,843,16460,629,15357,764,1103,500,9773,680,9671,707,102,174,6175,403,6175,403,0,190
0500000US18059,18059,"Hancock County, Indiana",70996,423,34602,738,2268,316,2245,321,23,42,6496,525,6317,534,179,190,2660,113,2316,412,344,423,3613,190,2293,666,1320,666,4498,220,3743,544,755,540,6079,796,5455,988,624,502,4316,190,4046,239,270,239,2952,190,2952,190,0,190,1720,287,1720,287,0,190,36394,774,2092,330,1998,376,94,156,6230,195,6230,195,0,190,2408,190,1538,679,870,679,3835,190,3203,465,632,465,5587,608,5481,614,106,160,5715,461,4591,766,1124,652,5055,400,4587,428,468,275,3313,280,3313,280,0,190,2159,299,2159,299,0,190
0500000US18063,18063,"Hendricks County, Indiana",151592,570,74298,1099,5882,828,5680,868,202,228,14147,1004,13453,1104,694,413,7405,703,5413,1005,1992,967,9038,834,8135,856,903,382,9991,564,8638,732,1353,725,11498,594,10465,933,1033,662,8364,293,7922,422,442,325,5081,381,5081,381,0,190,2892,100,2892,100,0,190,77294,954,6467,721,6157,775,310,227,13848,727,12909,880,939,667,6202,641,5249,752,953,698,9724,815,8885,873,839,448,11070,620,10364,713,706,357,11365,746,10076,893,1289,476,8822,235,7851,469,971,488,5285,316,5200,289,85,130,4511,388,4511,388,0,190
0500000US18067,18067,"Howard County, Indiana",81884,726,39332,1130,3361,594,3294,612,67,117,6249,773,5759,810,490,362,2952,225,2250,323,702,381,4485,531,3507,527,978,492,4888,500,3549,703,1339,532,5547,358,4643,466,904,525,5747,338,4947,462,800,488,3666,172,3666,172,0,190,2437,141,2437,141,0,190,42552,1055,2998,800,2998,800,0,190,6393,898,5763,1016,630,455,3232,334,2809,481,423,317,4842,510,3444,681,1398,660,5371,521,4013,715,1358,559,5906,403,4750,586,1156,519,5996,308,5569,378,427,329,4379,350,4379,350,0,190,3435,351,3435,351,0,190
0500000US18081,18081,"Johnson County, Indiana",143541,741,69718,895,6330,812,6052,803,278,377,12995,861,11890,1111,1105,814,5898,327,5100,506,798,436,8895,589,6235,840,2660,796,10209,806,9085,959,1124,696,9397,135,8841,417,556,385,7869,185,7245,486,624,441,5156,178,5156,178,0,190,2969,177,2969,177,0,190,73823,1005,5930,995,5784,976,146,168,12145,650,11446,735,699,494,6666,731,5755,910,911,518,9972,836,7913,953,2059,815,9509,538,8783,576,726,543,10560,672,8483,651,2077,906,9025,464,8335,643,690,405,5769,165,5769,165,0,190,4247,284,4247,284,0,190
0500000US18085,18085,"Kosciusko County, Indiana",77240,481,39101,582,3132,336,2846,455,286,308,6971,512,6239,714,732,456,3916,567,3132,650,784,411,4643,307,2861,551,1782,634,4838,320,4052,493,786,409,5412,410,4605,526,807,421,5149,298,4394,419,755,460,3107,132,3067,145,40,68,1933,157,1933,157,0,190,38139,460,2453,222,2151,296,302,325,6357,313,5860,450,497,302,3766,324,3238,418,528,286,4420,321,3280,535,1140,407,4600,284,3752,525,848,459,5343,195,4453,479,890,468,5094,281,4563,408,531,262,3328,15,3236,144,92,142,2778,190,2778,190,0,190
0500000US18089,18089,"Lake County, Indiana",487855,783,236223,587,19915,898,18573,1172,1342,686,42047,928,39985,1256,2062,953,22246,240,16496,1067,5750,1050,29110,331,19091,1220,10019,1194,29821,339,23567,1275,6254,1245,32621,312,26536,1202,6085,1271,31042,310,27799,851,3243,842,17242,274,17160,286,82,133,12179,64,12179,64,0,190,251632,613,19045,1098,17550,1096,1495,571,40561,1098,36438,1547,4123,1231,21729,283,16481,1002,5248,980,31371,314,24158,1203,7213,1133,31335,221,26432,1164,4903,1151,35310,268,29571,1048,5739,1042,33685,298,30246,819,3439,803,20284,526,20145,560,139,170,18312,385,18257,398,55,92
0500000US18091,18091,"LaPorte County, Indiana",102414,1454,49038,1388,3850,549,3697,598,153,156,8401,401,7985,496,416,312,3919,488,3335,584,584,436,5519,703,3911,772,1608,517,5553,679,4460,662,1093,492,6936,455,5865,608,1071,573,7638,320,6717,377,921,326,4540,315,4540,315,0,190,2682,110,2682,110,0,190,53376,690,3719,557,3590,526,129,226,8547,379,7924,422,623,347,3995,307,2792,632,1203,638,6393,622,4972,727,1421,451,6422,506,4807,625,1615,730,7867,517,6703,427,1164,435,7366,334,6259,512,1107,440,4925,314,4925,314,0,190,4142,237,4142,237,0,190
0500000US18095,18095,"Madison County, Indiana",125179,846,60994,975,4636,469,4558,471,78,96,10630,730,9703,763,927,553,4826,425,3504,600,1322,455,7262,496,4068,672,3194,807,8378,511,6228,570,2150,622,8177,396,7317,500,860,359,7858,329,6873,433,985,348,5695,292,5695,292,0,190,3532,134,3532,134,0,190,64185,651,4365,449,4289,432,76,94,9548,582,8402,722,1146,580,5991,419,4117,628,1874,680,7137,331,5655,547,1482,541,8160,365,6250,737,1910,679,8717,359,7711,525,1006,424,8682,128,6967,597,1715,593,6117,125,6117,125,0,190,5468,248,5468,248,0,190
0500000US18097,18097,"Marion County, Indiana",917796,1912,441789,1928,41632,1221,39910,1466,1722,714,76259,1279,69960,2083,6299,1589,44059,522,28589,2251,15470,2239,72385,836,48080,2460,24305,2469,58178,818,40051,2273,18127,2268,58338,963,45429,1835,12909,1609,49875,301,43137,1397,6738,1345,25092,372,24814,524,278,325,15971,424,15971,424,0,190,476007,994,39900,1473,36818,1914,3082,1261,72443,1459,67743,1782,4700,1259,47208,352,36081,1543,11127,1633,78097,338,57233,2491,20864,2545,60969,512,45973,1895,14996,1903,63152,467,53557,1480,9595,1459,56036,493,47834,1250,8202,1216,31481,569,30969,571,512,430,26721,614,26468,679,253,248
0500000US18105,18105,"Monroe County, Indiana",140985,677,70182,628,3832,350,3707,374,125,117,7875,517,7399,567,476,340,20756,615,17079,1446,3677,1254,10040,658,7682,956,2358,870,6975,423,5979,645,996,531,7178,369,6299,726,879,597,6781,183,6465,268,316,184,4115,187,4115,187,0,190,2630,30,2630,30,0,190,70803,670,3941,481,3851,524,90,148,7088,373,6632,440,456,297,20238,826,19074,1091,1164,587,9580,701,8433,893,1147,477,6491,350,5311,564,1180,580,7821,396,6773,726,1048,567,7039,251,6310,597,729,533,4705,233,4705,233,0,190,3900,387,3900,387,0,190
0500000US18109,18109,"Morgan County, Indiana",69201,525,34053,333,2499,276,2305,260,194,195,6310,238,6275,239,35,58,2735,190,1957,361,778,361,3481,80,3118,282,363,295,4237,121,3249,565,988,540,5484,224,4691,325,793,327,4753,70,4381,267,372,261,2991,74,2991,74,0,190,1563,94,1563,94,0,190,35148,438,2432,336,2211,384,221,189,5534,313,5134,420,400,296,2926,293,2773,280,153,159,3962,318,2990,428,972,440,4377,91,3756,343,621,326,5727,219,5221,329,506,252,4931,109,4395,303,536,277,3123,73,3123,73,0,190,2136,81,2136,81,0,190
0500000US18127,18127,"Porter County, Indiana",165189,867,80744,840,6299,658,6245,672,54,78,12603,682,11823,950,780,651,9006,537,6649,1002,2357,978,9348,658,6472,927,2876,769,10541,259,8838,852,1703,797,11227,260,9952,618,1275,543,11686,385,11175,463,511,321,6479,416,6479,416,0,190,3555,275,3555,275,0,190,84445,571,5707,693,5302,725,405,483,13858,710,13288,760,570,453,7728,308,6523,467,1205,529,10411,516,8438,902,1973,911,10595,503,8415,744,2180,818,12203,577,11031,613,1172,540,11639,329,10513,538,1126,444,6970,351,6970,351,0,190,5334,281,5334,281,0,190
0500000US18141,18141,"St. Joseph County, Indiana",264278,574,126895,743,10578,698,9993,729,585,379,21453,850,19259,1114,2194,874,14677,366,11564,833,3113,813,16224,410,11933,1027,4291,968,15271,440,11428,964,3843,1024,16897,462,13976,886,2921,901,16512,329,14162,717,2350,624,8921,306,8853,324,68,112,6362,164,6284,201,78,123,137383,627,9999,735,9659,749,340,254,21921,981,20223,1163,1698,681,15587,139,13048,802,2539,799,16905,213,12936,992,3969,944,16906,416,12783,1062,4123,1083,17526,456,14727,689,2799,706,17641,466,15685,570,1956,531,10452,321,10294,201,158,256,10446,348,10304,369,142,174
0500000US18157,18157,"Tippecanoe County, Indiana",178582,770,91370,1205,7102,1128,6684,1100,418,350,12254,1031,11728,1101,526,402,25385,608,22168,1129,3217,1049,12564,697,9073,988,3491,1201,9992,802,8030,993,1962,699,8446,407,7079,714,1367,552,8296,462,7365,609,931,576,4356,237,4356,237,0,190,2975,315,2975,315,0,190,87212,1185,6311,1070,5849,887,462,532,11505,759,11150,820,355,319,18546,520,16262,898,2284,873,13004,965,9837,1315,3167,1267,9796,671,6888,1000,2908,975,9029,566,8384,664,645,358,8827,433,8047,554,780,456,5771,554,5727,589,44,76,4423,402,4423,402,0,190
0500000US18163,18163,"Vanderburgh County, Indiana",178759,989,86594,1173,7228,685,6899,717,329,362,13379,715,11961,804,1418,772,9237,536,7066,861,2171,663,12010,616,8461,949,3549,843,10137,550,7381,1055,2756,1099,11920,655,10191,533,1729,580,11839,658,10339,622,1500,610,6488,461,6404,471,84,140,4356,284,4356,284,0,190,92165,848,6678,693,6483,746,195,236,12461,800,11689,926,772,551,10624,540,8574,743,2050,690,13242,837,10797,972,2445,772,9979,471,8043,772,1936,587,11890,429,9210,839,2680,748,12364,372,11069,689,1295,528,7244,269,7244,269,0,190,7683,353,7683,353,0,190
0500000US18167,18167,"Vigo County, Indiana",103753,1658,50403,1292,3673,505,3433,596,240,264,7880,750,7005,967,875,576,7539,484,6225,571,1314,526,6938,642,4738,640,2200,721,5881,467,3957,746,1924,670,6607,457,5733,548,874,410,6246,385,5540,439,706,421,3497,573,3497,573,0,190,2142,344,2142,344,0,190,53350,941,3960,611,3615,775,345,485,6977,377,5939,686,1038,663,8549,643,6564,753,1985,777,5990,414,4960,581,1030,467,5766,335,4151,571,1615,606,6940,590,5131,658,1809,720,6760,288,5856,401,904,397,4489,312,4435,331,54,95,3919,216,3919,216,0,190
0500000US18177,18177,"Wayne County, Indiana",66749,656,31705,947,2674,471,2445,428,229,211,5275,533,4899,539,376,304,2716,160,1923,385,793,386,3669,369,2330,397,1339,486,3724,245,2841,492,883,439,4619,448,4118,471,501,300,4264,178,3411,401,853,356,2867,222,2867,222,0,190,1897,104,1880,107,17,29,35044,695,2773,652,2305,772,468,292,4463,702,4285,713,178,147,3296,443,2533,593,763,308,3945,346,2551,569,1394,476,4279,599,3494,683,785,356,4965,329,4156,419,809,347,4699,275,3906,353,793,334,3398,195,3390,195,8,14,3226,229,3226,229,0,190
0500000US19013,19013,"Black Hawk County, Iowa",131219,536,63957,728,5056,527,5045,528,11,18,9244,500,8935,594,309,287,10436,409,8888,614,1548,596,8474,460,6770,566,1704,546,6812,407,6089,505,723,380,7638,457,7209,490,429,259,8054,285,7814,309,240,168,4647,134,4647,134,0,157,3596,259,3596,259,0,157,67262,615,4535,503,4418,518,117,185,9641,881,9342,944,299,278,11275,573,10054,844,1221,672,8249,565,7440,590,809,384,6894,404,6051,593,843,448,7849,368,7273,437,576,349,8350,181,8137,255,213,177,5100,188,5063,210,37,61,5369,347,5369,347,0,157
0500000US19049,19049,"Dallas County, Iowa",74016,251,36151,465,4195,464,3934,500,261,334,6446,424,6420,434,26,41,2086,172,1867,279,219,202,5876,344,4797,420,1079,538,5456,258,4769,590,687,536,4951,253,4559,240,392,292,3522,118,3289,212,233,170,2255,294,2179,312,76,123,1364,18,1356,17,8,13,37865,455,3586,504,3528,496,58,76,7332,625,7313,626,19,25,2492,411,2357,371,135,184,5903,402,5581,455,322,213,6071,619,5530,754,541,351,4736,247,4568,321,168,207,3803,89,3650,159,153,147,2194,110,2117,161,77,127,1748,146,1748,146,0,157
0500000US19061,19061,"Dubuque County, Iowa",94393,552,46802,581,3908,504,3770,452,138,219,7445,436,7290,493,155,209,5504,339,4765,530,739,409,5878,308,5229,503,649,315,5193,239,4616,387,577,359,6506,191,6040,413,466,365,6331,195,6046,296,285,213,3541,74,3541,74,0,157,2496,173,2460,181,36,63,47591,486,3406,356,3406,356,0,157,7243,419,7077,377,166,173,4807,275,4457,360,350,279,5778,239,4845,398,933,440,5350,248,4998,303,352,288,6530,260,6086,336,444,202,6366,139,6021,266,345,232,4050,139,4050,139,0,157,4061,227,4022,233,39,63
0500000US19103,19103,"Johnson County, Iowa",137432,1003,67686,1007,5279,675,5203,684,76,130,9372,903,9044,942,328,347,14483,772,12990,1115,1493,923,12462,851,9756,1011,2706,941,7260,552,6769,540,491,354,6934,560,6356,641,578,400,6482,275,6087,323,395,271,3176,286,3104,302,72,114,2238,145,2238,145,0,157,69746,788,5052,745,4974,736,78,127,8358,567,8276,560,82,98,15325,634,14561,811,764,447,12256,864,11110,1034,1146,652,7093,499,6672,549,421,408,6915,268,6433,386,482,357,7638,345,7413,371,225,192,3881,237,3809,261,72,118,3228,189,3228,189,0,157
0500000US19113,19113,"Linn County, Iowa",213995,846,104365,1363,9193,797,8915,888,278,348,17443,956,16866,934,577,396,9964,526,8327,940,1637,808,14842,844,12824,862,2018,803,13220,616,11868,1015,1352,849,14648,403,13233,890,1415,757,12570,254,11511,682,1059,684,7320,176,7320,176,0,157,5165,213,5165,213,0,157,109630,1321,7409,591,7409,591,0,157,17470,696,17076,757,394,267,10649,1104,9620,1065,1029,743,15092,632,13133,640,1959,902,14347,436,13261,738,1086,551,14566,421,13071,753,1495,642,13978,400,13504,547,474,362,8206,156,8206,156,0,157,7913,394,7799,354,114,185
0500000US19153,19153,"Polk County, Iowa",446825,935,220495,1185,19867,1020,19304,1086,563,424,38610,878,36912,1240,1698,932,19551,708,14925,1120,4626,1247,35221,649,28166,1654,7055,1536,31125,493,27033,1031,4092,1008,29234,568,27358,646,1876,617,24892,610,23029,845,1863,611,13858,527,13858,527,0,157,8137,401,8137,401,0,157,226330,956,19297,1116,18596,1072,701,564,35628,1038,34219,1183,1409,702,20590,960,17610,1116,2980,852,35491,1130,31019,1229,4472,1217,30533,946,27707,1089,2826,863,29988,652,28362,675,1626,596,26399,342,25191,605,1208,501,15663,604,15611,604,52,87,12741,553,12619,587,122,141
0500000US19155,19155,"Pottawattamie County, Iowa",91351,552,44618,824,3698,442,3698,442,0,157,7364,313,6858,494,506,421,4224,358,3289,476,935,320,5300,276,4092,426,1208,461,5851,548,4657,412,1194,548,6051,352,5342,492,709,381,6145,287,5548,392,597,306,3472,137,3472,137,0,157,2513,163,2449,198,64,110,46733,571,3471,427,3420,433,51,77,7304,401,7081,434,223,250,4267,373,3715,423,552,309,5957,465,4496,519,1461,594,5373,409,4357,495,1016,431,6352,204,5608,426,744,390,6435,217,5884,328,551,295,4023,102,4023,102,0,157,3551,290,3551,290,0,157
